episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,output_quality_unverified,both_candidates_bad,local_candidate_oracle_cm,b6_oracle_source,b6_oracle_version,is_blackout,recovery_attempted,observer_source,observer_restart,observer_wall_ms,sam2_frame_wall_ms,sam2_propagated_frames_total,sam2_cached_frames_consumed,sam2_timing_scope,sam2_cache_receipt_sha256,perception_runtime_version,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
sugar_box1_drop60,0,0.2980224982590814,0.2980224982590814,0.9258629838330736,0.9258629838330736,0.04506920450701539,0.04506920450701539,0.0891009055627426,0.0891009055627426,0.0,0.0,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.5,0,0,0,False,0,0,0.2980224982590814,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,3.3465418964624405,0,1,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,21.150878630578518,5.617034621536732,30.11445514857769,0.2980224982590814,0.2980224982590814,0.2980224982590814,0.29802249825908145,0.2980224982590814,0.2980224982590814
sugar_box1_drop60,1,0.2927307426545115,0.2927307426545115,0.9693760757931277,0.9693760757931277,0.047187336967783274,0.047187336967783274,0.0891009055627426,0.0891009055627426,0.0,0.0,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.5,0,0,0,False,0,0,0.2927307426545115,policy_output,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.215711399912834,0,2,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,11.862513609230518,0.9551029652357101,15.033327974379063,0.2927307426545115,0.29273074265451077,0.2927307426545115,0.29273074265451077,0.29273074265451077,0.29273074265451077
sugar_box1_drop60,2,0.5061308929957566,0.39779870919444266,0.8337552644672771,0.7949644235554743,0.0405855803495987,0.038697317860892984,0.0891009055627426,0.0891009055627426,-0.10833218380131399,-0.03879084091180285,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.511763928457215,0,0,0,False,0,0,0.39779870919444266,policy_output,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.423570491373539,0,3,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,11.375993490219116,0.8790362626314163,14.678600244224072,0.5061308929957566,0.34421643090036136,0.3977987091944425,0.42907036447632246,0.3423587643813061,0.3423587643813061
sugar_box1_drop60,3,1.0684901121854404,0.5356995256709272,0.8084592145354352,1.0038048114528135,0.03935421796930572,0.04886326067945432,0.0891009055627426,0.0891009055627426,-0.5327905865145133,0.1953455969173783,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.446692836254312,0,0,0,False,0,0,0.5356995256709272,prior,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.208622172474861,0,4,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,10.462960228323936,0.8094571530818939,13.481039553880692,1.0684901121854404,0.7956079040840438,0.5432232315654595,1.0145144456660786,0.8211210922469823,0.5356995256709272
sugar_box1_drop60,4,1.1359467182868992,1.2854278537731567,0.8372187699440218,0.8386971220994679,0.040754177041947635,0.04082614034190737,0.0891009055627426,0.0891009055627426,0.14948113548625752,0.0014783521554461165,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.49956414343353284,0,0,0,False,0,1,1.1359467182868992,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.143573947250843,0,5,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,10.253503918647766,0.7952982559800148,13.192376121878624,1.1359467182868992,1.1786586740235827,0.6970348587462731,1.3138200993653346,1.2032232975575996,1.1359467182868992
sugar_box1_drop60,5,0.77704924163904,1.5939714358824808,1.062767669833188,1.1261944084762239,0.05173345764063059,0.05482094758788112,0.24242424242424243,0.66,0.8169221942434408,0.06342673864303583,MODE_1_ACCEPT,no_observer_reseed,four_mode_relocalization_v2,0.0,0,0,0,False,0,0,0.77704924163904,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.8401769921183586,0,6,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,9.626039303839207,0.6093867123126984,12.075603008270264,0.77704924163904,1.1003083196884138,0.8460715233318171,0.7770156946451333,0.77704924163904,0.77704924163904
sugar_box1_drop60,6,0.7968499710115083,1.095245855270994,0.9235505204465799,0.9025382038020537,0.04495663829894711,0.043933799701277185,0.0891009055627426,0.0891009055627426,0.2983958842594857,-0.021012316644526186,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.5056910365055933,0,0,0,False,0,0,0.7968499710115083,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.8746834248304367,0,7,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,10.125265456736088,0.7372638210654259,12.73721270263195,0.7968499710115083,0.9614565927049268,0.9953076423622065,0.834328858201651,0.8521032522228333,0.7968499710115083
sugar_box1_drop60,7,0.498512336086538,1.0412569766953972,0.9369049174218904,1.1034310213047394,0.04560670430099893,0.05371287029176042,0.0891009055627426,0.3888888888888889,0.5427446406088592,0.16652610388284894,MODE_1_ACCEPT,no_observer_reseed,four_mode_relocalization_v2,0.0,0,0,0,False,0,0,0.498512336086538,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.9201021641492844,0,8,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,9.78136621415615,0.6019305437803268,12.303398922085762,0.498512336086538,0.6959344736543498,1.1284693790438522,0.7610955124465593,0.498512336086538,0.498512336086538
sugar_box1_drop60,8,0.6531475699195811,0.9597591461284463,0.8727056138736727,0.9910907131433049,0.04248160740076014,0.048244363167793076,0.0891009055627426,0.0891009055627426,0.30661157620886514,0.11838509926963214,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.4685780523160121,0,0,0,False,0,0,0.6531475699195811,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.8595261499285698,0,9,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,9.854866191744804,0.7568849250674248,12.471277266740799,0.6531475699195811,0.4716983132794084,1.254247387302517,0.49320534909749836,0.6919515414287308,0.6531475699195811
sugar_box1_drop60,9,0.9010582853308287,0.9534642991837711,0.837297120872813,0.9391963088052523,0.04075799101236731,0.04571824476504773,0.0891009055627426,0.0891009055627426,0.05240601385294241,0.10189918793243924,MODE_4_TRUSTED_FUSION,no_observer_reseed,four_mode_relocalization_v2,0.4716394209271615,0,0,0,False,0,0,0.9010582853308287,policy_output,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.0403768867254257,0,10,cache_read_only_not_online_fps,9f51726ba1d065047826b3c52124d9a5ab467f3731ced626ad29e0150c7ef93a,cached_perception_v2,0,0,0,,,0,0.0,0,9.793258272111416,0.7400279864668846,12.573663145303726,0.9010582853308287,0.6163052400611474,1.3711883507468614,0.9010489751275693,0.8944705026142715,0.8944705026142715
