episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,output_quality_unverified,both_candidates_bad,local_candidate_oracle_cm,is_blackout,recovery_attempted,observer_source,observer_restart,observer_wall_ms,sam2_frame_wall_ms,sam2_propagated_frames_total,sam2_cached_frames_consumed,sam2_timing_scope,sam2_cache_receipt_sha256,perception_runtime_version,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
tomato_soup_can_yalehand0_occ40,0,0.23563921877538802,0.23563921877538802,0.41917362261072766,0.41917362261072766,0.03012819438078243,0.03012819438078243,0.0019588638589618022,0.0019588638589618022,0.0,0.0,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.5,0,0,0,False,0,0,0.23563921877538802,0,0,precomputed,0,0.0,2.0211180672049522,0,1,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,16.182509250938892,5.212198942899704,23.41582626104355,0.23563921877538802,0.23563921877538802,0.23563921877538802,0.23563921877538785,0.23563921877538802,0.23563921877538802
tomato_soup_can_yalehand0_occ40,1,0.2490368690989479,0.2490368690989479,0.40419455808385857,0.40419455808385857,0.02905157089265113,0.02905157089265113,0.0,0.0,0.0,0.0,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.5,0,0,0,False,0,0,0.2490368690989479,0,0,precomputed,0,0.0,2.020374871790409,0,2,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,16.00631605833769,1.3286853209137917,19.35537625104189,0.2490368690989479,0.24903686909894793,0.2490368690989479,0.24903686909894793,0.24903686909894793,0.2490368690989479
tomato_soup_can_yalehand0_occ40,9,0.2710013126889535,0.2793141490624408,0.39540291561851537,0.3916786593314114,0.028419669697455498,0.028151987974920394,0.0,0.0,0.008312836373487287,-0.0037242562871039886,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.5023072365933611,0,0,0,False,0,0,0.2710013126889535,0,0,precomputed,0,0.0,3.666779026389122,0,3,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,20.212317816913128,2.047289162874222,25.92638600617647,0.2710013126889535,0.27105524883879795,0.2710013126889535,0.2710013111654299,0.2710711902367036,0.2710013126889535
tomato_soup_can_yalehand0_occ40,11,0.2788178609206744,0.29773671986554523,0.3633073470008267,0.3969061655166788,0.02611279379230469,0.028527716107562794,0.0,0.0,0.01891885894487083,0.033598818515852114,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.47846818981163297,0,0,0,False,0,0,0.2788178609206744,0,0,precomputed,0,0.0,3.549570217728615,0,4,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,17.59670302271843,2.7622198686003685,23.908493109047413,0.2788178609206744,0.286361546252077,0.2788178609206744,0.27881785937228487,0.28597635700306545,0.2788178609206744
tomato_soup_can_yalehand0_occ40,13,0.2654779652093974,0.30206664133219796,0.38091331058935113,0.34970328057928696,0.027378226216111187,0.025134998589055817,0.0,0.0,0.036588676122800534,-0.03121003001006417,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.5207895950990593,0,0,0,False,0,0,0.2654779652093974,0,0,precomputed,0,0.0,3.9861779659986496,0,5,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,19.675740972161293,1.421172171831131,25.083091109991074,0.2654779652093974,0.2822345850298424,0.2654779652093974,0.2654779624427662,0.28273743613623675,0.2654779652093974
tomato_soup_can_yalehand0_occ40,15,0.2730398846913789,0.2824260085943085,0.3917016341726005,0.3515520946538124,0.028153639296577757,0.025267882498745325,0.0,0.0,0.009386123902929588,-0.040149539518788135,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.5263015678813141,0,0,0,False,0,0,0.2730398846913789,0,0,precomputed,0,0.0,3.3607855439186096,0,6,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,16.742894425988197,1.3493774458765984,21.453057415783405,0.2730398846913789,0.2748397946186211,0.2730398846913789,0.2730398826577633,0.2756443568211083,0.2583474087929682
tomato_soup_can_yalehand0_occ40,17,0.2928033970849484,0.271214944509387,0.3600638427804485,0.3901406364991407,0.02587966622808009,0.0280414422526869,0.0,0.0,-0.021588452575561412,0.030076793718692207,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.48047479953192135,0,0,0,False,0,0,0.271214944509387,0,0,precomputed,0,0.0,3.5912441089749336,0,7,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,17.573854885995388,1.3911975547671318,22.556296549737453,0.2928033970849484,0.2805841184831407,0.2928033970849484,0.29280339679901746,0.28153696012670093,0.25927016570739986
tomato_soup_can_yalehand0_occ40,19,0.27281339506613766,0.288228218626503,0.3763826151199306,0.37598521210361596,0.027052581503706187,0.027024018076340542,0.0,0.0,0.015414823560365332,-0.0003974030163146347,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.5002572627977937,0,0,0,False,0,0,0.27281339506613766,0,0,precomputed,0,0.0,3.226645290851593,0,8,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,18.663514405488968,1.423620618879795,23.313780315220356,0.27281339506613766,0.27942809969290305,0.27281339506613766,0.27281339819978645,0.2800519446590399,0.2694687673039624
tomato_soup_can_yalehand0_occ40,21,0.2777496712646157,0.2784585994981497,0.40056230955908834,0.3775877860414158,0.028790502247844692,0.027139203423182958,0.0,0.0,0.000708928233534023,-0.02297452351767254,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.5143923578060762,0,0,0,False,0,0,0.2777496712646157,0,0,precomputed,0,0.0,3.2195616513490677,0,9,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,17.04257633537054,1.4163162559270859,21.678454242646694,0.2777496712646157,0.277453016906733,0.2777496712646157,0.27774967218015656,0.2775950270771074,0.2777496712646157
tomato_soup_can_yalehand0_occ40,23,0.2871468439384653,0.27617733454227616,0.3672937989390613,0.40129759782680724,0.02639932088372026,0.028843351250407805,0.0,0.0,-0.010969509396189125,0.03400379888774596,MODE_4_TRUSTED_FUSION,no_recovery_admission,four_mode_relocalization_v2,0.47844016620825397,0,0,0,False,0,0,0.27617733454227616,0,0,precomputed,0,0.0,4.199488088488579,0,10,cache_read_only_not_online_fps,5a791f6e2a11ac802368331ce4eb59006a972e7b433a214ec03ff1e7787e26da,cached_perception_v2,0,0,0,,,0,0.0,0,19.562876783311367,1.6869138926267624,25.449278764426708,0.2871468439384653,0.281444482951121,0.2871468439384653,0.28714684924107065,0.2815328495332488,0.2871468439384653
